date,solo_travel,age,trip_count,travel_reason,trip_enjoyment,spontaneity,next_destination,enjoyment_rate
2024-07-07 19:16:15,false,Under 25,6-9,Adventure,Practicing a new language,1,true,3
2025-01-19 16:51:25,true,45-54,2-5,Adventure,Meeting new people,4,true,9
2024-12-22 11:40:58,true,55+,10+,Self-discovery,Trying new food,2,true,6
2024-06-12 15:37:30,true,25-34,0-1,Cultural Immersion,Meeting new people,4,false,9
2024-09-14 12:16:48,false,Under 25,2-5,Budget-friendly,Practicing a new language,4,true,4
2024-06-12 12:12:35,true,45-54,10+,Cultural Immersion,Practicing a new language,5,false,6
2024-12-10 16:05:37,false,55+,10+,Budget-friendly,Exploring new places,7,false,2
2024-06-20 13:32:07,false,Under 25,2-5,Cultural Immersion,Trying new food,5,true,1
2024-08-20 20:38:34,false,55+,6-9,Cultural Immersion,Meeting new people,6,false,3
2024-06-21 07:20:03,true,45-54,2-5,Self-discovery,Trying new food,10,false,8
2024-05-10 21:11:43,false,45-54,6-9,Adventure,Exploring new places,5,true,1
2025-01-09 01:26:15,false,35-44,6-9,Cultural Immersion,Meeting new people,2,true,6
2024-06-15 17:34:35,false,35-44,10+,Cultural Immersion,Trying new food,4,true,6
2024-10-05 11:54:39,false,25-34,6-9,Self-discovery,Trying new food,9,false,7
2024-06-13 02:17:55,true,35-44,0-1,Budget-friendly,Exploring new places,5,true,7
2025-02-05 21:40:27,true,35-44,6-9,Cultural Immersion,Exploring new places,2,false,8
2024-11-07 23:00:46,true,Under 25,6-9,Relaxation,Meeting new people,8,false,3
2024-03-03 19:16:45,false,55+,2-5,Adventure,Personal growth,10,true,5
2024-10-25 12:37:50,false,55+,6-9,Cultural Immersion,Personal growth,6,true,1
2024-10-18 06:35:08,true,45-54,0-1,Self-discovery,Exploring new places,10,true,4
2024-07-12 03:41:30,false,45-54,6-9,Cultural Immersion,Meeting new people,3,false,4
2024-03-02 20:21:48,false,55+,6-9,Self-discovery,Meeting new people,7,true,2
2024-08-15 16:53:03,true,45-54,10+,Budget-friendly,Trying new food,8,false,1
2024-09-20 22:21:25,true,45-54,6-9,Cultural Immersion,Personal growth,5,true,1
2024-10-10 04:46:11,false,45-54,2-5,Adventure,Personal growth,6,true,9
2024-07-13 18:34:01,true,35-44,10+,Budget-friendly,Exploring new places,9,true,6
2024-06-28 13:42:55,true,35-44,2-5,Cultural Immersion,Exploring new places,10,true,10
2025-01-16 06:27:28,true,Under 25,2-5,Self-discovery,Meeting new people,10,false,4
2024-07-10 00:11:51,false,Under 25,2-5,Adventure,Meeting new people,2,false,6
2024-12-05 07:32:39,false,45-54,10+,Cultural Immersion,Practicing a new language,7,true,9
2025-01-18 00:15:51,false,25-34,6-9,Budget-friendly,Meeting new people,2,true,1
2024-08-10 07:20:50,true,45-54,0-1,Self-discovery,Meeting new people,4,false,9
2024-10-17 03:30:01,true,55+,6-9,Relaxation,Personal growth,8,false,10
2024-09-11 22:24:54,true,25-34,10+,Budget-friendly,Meeting new people,7,true,6
2024-11-27 11:54:42,true,45-54,10+,Adventure,Practicing a new language,5,false,1
2025-01-27 21:55:13,true,35-44,2-5,Budget-friendly,Trying new food,9,false,3
2024-10-26 15:05:30,true,25-34,0-1,Self-discovery,Meeting new people,2,false,9
2025-01-17 19:46:51,false,45-54,10+,Adventure,Exploring new places,9,true,8
2025-02-06 07:00:48,false,55+,0-1,Self-discovery,Exploring new places,9,true,9
2024-08-02 02:25:48,false,35-44,2-5,Self-discovery,Exploring new places,10,false,9
2024-03-19 21:38:33,true,45-54,10+,Relaxation,Exploring new places,9,false,9
2024-10-11 10:33:02,true,Under 25,6-9,Relaxation,Trying new food,9,false,2
2024-06-15 17:12:58,false,55+,6-9,Self-discovery,Exploring new places,9,false,4
2025-02-21 13:34:09,true,55+,6-9,Cultural Immersion,Practicing a new language,2,true,1
2024-04-14 04:35:57,false,55+,2-5,Self-discovery,Trying new food,7,false,8
2024-12-16 08:01:23,true,Under 25,2-5,Self-discovery,Exploring new places,10,false,6
2024-07-20 12:34:27,true,Under 25,2-5,Self-discovery,Trying new food,6,true,1
2024-10-31 00:54:05,true,Under 25,0-1,Self-discovery,Exploring new places,8,false,5
2024-03-01 05:21:39,false,55+,10+,Adventure,Practicing a new language,6,true,6
2024-09-10 01:16:06,false,35-44,10+,Adventure,Practicing a new language,1,false,10
2024-03-19 06:58:54,true,55+,2-5,Self-discovery,Exploring new places,6,false,7
2024-11-11 06:51:33,true,55+,10+,Adventure,Practicing a new language,3,true,10
2025-02-21 21:30:39,false,45-54,2-5,Adventure,Meeting new people,8,false,2
2025-01-12 09:52:13,true,45-54,0-1,Self-discovery,Trying new food,2,false,9
2025-01-10 19:59:56,false,35-44,2-5,Adventure,Personal growth,5,true,7
2024-06-22 02:11:54,false,35-44,6-9,Cultural Immersion,Exploring new places,6,false,9
2025-01-06 22:12:20,false,35-44,6-9,Relaxation,Meeting new people,1,true,6
2024-09-11 12:50:23,true,55+,6-9,Relaxation,Personal growth,7,false,9
2025-01-09 13:15:50,false,Under 25,0-1,Cultural Immersion,Practicing a new language,3,false,9
2024-12-15 16:56:12,true,55+,10+,Budget-friendly,Personal growth,5,true,10
2024-03-02 00:35:09,true,45-54,6-9,Budget-friendly,Practicing a new language,5,false,2
2024-06-13 20:13:31,false,45-54,10+,Self-discovery,Practicing a new language,5,false,5
2025-02-13 16:46:06,true,55+,10+,Relaxation,Exploring new places,9,false,9
2024-12-25 10:50:17,true,35-44,2-5,Budget-friendly,Trying new food,4,false,6
2024-07-05 21:37:35,true,25-34,6-9,Relaxation,Exploring new places,6,false,2
2024-05-17 05:48:53,true,35-44,2-5,Cultural Immersion,Trying new food,4,true,1
2025-02-06 09:15:37,true,Under 25,10+,Budget-friendly,Exploring new places,2,true,4
2024-05-26 12:16:06,false,55+,6-9,Adventure,Practicing a new language,5,false,7
2024-06-05 04:36:02,true,55+,10+,Cultural Immersion,Exploring new places,10,true,5
2024-03-16 07:04:46,false,55+,2-5,Cultural Immersion,Exploring new places,3,true,2
2024-12-07 19:03:51,true,55+,2-5,Self-discovery,Personal growth,9,false,8
2024-09-22 12:24:04,true,45-54,6-9,Budget-friendly,Trying new food,4,true,2
2024-08-15 20:22:59,false,55+,10+,Cultural Immersion,Trying new food,8,false,9
2024-11-01 22:44:57,false,45-54,2-5,Budget-friendly,Exploring new places,4,false,3
2024-12-18 08:34:34,false,55+,0-1,Self-discovery,Meeting new people,8,true,4
2024-08-09 04:45:34,false,55+,6-9,Self-discovery,Personal growth,1,false,8
2024-09-24 11:16:33,true,25-34,6-9,Relaxation,Practicing a new language,10,false,8
2024-10-25 05:01:05,true,Under 25,2-5,Budget-friendly,Exploring new places,8,false,6
2024-11-15 18:11:18,true,35-44,6-9,Adventure,Practicing a new language,10,true,6
2024-08-14 17:51:21,false,55+,10+,Adventure,Exploring new places,10,true,5
2024-10-18 01:37:51,true,55+,2-5,Cultural Immersion,Meeting new people,3,true,10
2025-01-06 16:50:03,false,25-34,0-1,Relaxation,Trying new food,6,false,3
2024-04-23 03:39:23,true,35-44,2-5,Adventure,Practicing a new language,5,true,6
2024-10-09 01:31:06,true,35-44,0-1,Adventure,Practicing a new language,5,false,3
2024-03-01 22:53:41,false,Under 25,6-9,Relaxation,Personal growth,2,false,7
2024-11-15 15:06:08,true,35-44,2-5,Budget-friendly,Meeting new people,7,false,4
2024-05-10 10:41:30,true,Under 25,6-9,Self-discovery,Meeting new people,4,false,1
2024-11-20 17:54:34,true,Under 25,6-9,Self-discovery,Exploring new places,6,false,10
2024-03-30 04:07:27,false,Under 25,0-1,Budget-friendly,Practicing a new language,3,true,1
2024-08-08 03:02:21,false,Under 25,10+,Self-discovery,Practicing a new language,9,false,10
2024-05-01 09:37:27,false,25-34,6-9,Self-discovery,Practicing a new language,7,true,7
2024-09-02 00:04:29,false,Under 25,0-1,Relaxation,Exploring new places,10,true,2
2024-07-14 09:21:54,true,45-54,10+,Budget-friendly,Exploring new places,5,true,3
2024-06-02 04:59:31,true,45-54,6-9,Adventure,Meeting new people,8,false,5
2024-06-20 10:29:00,false,55+,0-1,Cultural Immersion,Exploring new places,5,false,6
2024-11-26 00:57:24,false,25-34,10+,Relaxation,Exploring new places,8,false,10
2024-05-18 22:52:20,false,Under 25,10+,Adventure,Personal growth,7,true,1
2024-10-08 09:03:54,false,45-54,2-5,Cultural Immersion,Exploring new places,1,false,5
2024-06-06 20:40:57,false,55+,0-1,Budget-friendly,Practicing a new language,2,false,4
2024-10-10 06:31:36,false,55+,10+,Budget-friendly,Personal growth,8,true,5
2024-03-19 03:30:07,true,25-34,2-5,Adventure,Practicing a new language,4,true,5
2025-02-25 19:12:15,false,Under 25,6-9,Self-discovery,Personal growth,4,true,10
2024-08-14 10:36:45,false,Under 25,0-1,Adventure,Trying new food,9,false,2
2024-05-04 01:38:36,true,55+,0-1,Budget-friendly,Meeting new people,2,true,9
2024-05-20 21:59:13,false,35-44,10+,Relaxation,Meeting new people,10,true,3
2024-09-28 12:00:58,false,45-54,2-5,Adventure,Exploring new places,9,true,9
2024-06-21 04:48:26,true,35-44,0-1,Self-discovery,Practicing a new language,7,false,1
2024-03-20 06:28:34,false,Under 25,10+,Cultural Immersion,Exploring new places,9,false,6
2024-10-07 19:02:34,true,25-34,10+,Budget-friendly,Meeting new people,10,true,7
2024-12-27 05:38:44,true,55+,2-5,Budget-friendly,Personal growth,3,true,1
2024-03-05 17:15:21,true,Under 25,6-9,Self-discovery,Personal growth,2,true,4
2025-01-09 20:24:02,true,55+,6-9,Cultural Immersion,Personal growth,8,false,9
2025-02-13 06:12:16,true,25-34,6-9,Self-discovery,Practicing a new language,7,true,10
2024-08-04 05:56:07,true,35-44,10+,Adventure,Trying new food,4,false,6
2024-12-15 00:14:04,true,Under 25,0-1,Budget-friendly,Exploring new places,5,true,6
2024-05-21 05:57:13,true,Under 25,10+,Relaxation,Personal growth,7,true,10
2024-08-27 03:57:43,true,35-44,0-1,Relaxation,Personal growth,1,false,9
2024-11-05 22:54:21,false,35-44,2-5,Budget-friendly,Meeting new people,1,false,9
2024-06-13 23:30:48,false,45-54,0-1,Budget-friendly,Practicing a new language,10,false,8
2024-04-08 01:54:41,false,25-34,0-1,Adventure,Meeting new people,3,false,8
2025-02-14 09:09:58,false,35-44,0-1,Self-discovery,Exploring new places,6,false,7
2024-09-29 06:33:06,true,35-44,10+,Self-discovery,Exploring new places,5,true,1
2024-09-06 18:55:19,false,Under 25,0-1,Cultural Immersion,Trying new food,1,false,7
2024-03-29 23:26:43,false,Under 25,6-9,Adventure,Personal growth,6,true,5
2024-04-09 08:25:19,false,45-54,0-1,Budget-friendly,Practicing a new language,6,false,8
2025-02-24 07:23:43,true,25-34,0-1,Relaxation,Exploring new places,5,true,2
2024-03-07 08:11:15,true,Under 25,2-5,Relaxation,Personal growth,2,false,4
2024-10-03 00:45:31,false,Under 25,2-5,Self-discovery,Personal growth,6,true,9
2024-05-20 17:09:59,false,45-54,10+,Relaxation,Trying new food,5,false,6
2024-04-03 13:39:32,true,Under 25,0-1,Budget-friendly,Meeting new people,8,false,10
2024-12-21 10:05:57,true,Under 25,10+,Budget-friendly,Exploring new places,4,true,1
2024-07-02 06:16:44,true,45-54,0-1,Budget-friendly,Practicing a new language,7,true,3
2025-02-15 03:33:48,false,55+,10+,Adventure,Meeting new people,4,true,7
2024-06-25 19:58:25,false,55+,10+,Relaxation,Practicing a new language,6,false,6
2024-10-18 02:17:47,false,Under 25,6-9,Adventure,Exploring new places,5,false,10
2024-09-07 13:53:04,true,Under 25,10+,Budget-friendly,Personal growth,5,true,2
2025-02-18 17:48:43,true,25-34,6-9,Self-discovery,Personal growth,3,true,8
2024-03-11 03:40:45,true,Under 25,6-9,Cultural Immersion,Meeting new people,6,false,2
2024-08-29 09:22:10,false,55+,2-5,Cultural Immersion,Trying new food,7,true,9
2024-09-06 07:08:49,true,55+,10+,Adventure,Practicing a new language,9,false,9
2024-05-18 09:03:19,false,25-34,6-9,Self-discovery,Meeting new people,1,false,8
2024-04-28 22:31:29,true,45-54,10+,Self-discovery,Practicing a new language,8,true,6
2024-10-25 01:52:16,false,25-34,2-5,Self-discovery,Trying new food,9,false,8
2024-03-05 00:28:18,false,25-34,6-9,Budget-friendly,Personal growth,8,false,6
2024-05-12 06:37:46,false,25-34,2-5,Budget-friendly,Exploring new places,3,false,6
2024-07-10 13:54:31,true,45-54,10+,Adventure,Exploring new places,9,true,8
2024-04-04 00:52:39,false,Under 25,2-5,Relaxation,Meeting new people,10,true,3
2024-07-21 14:00:39,false,25-34,2-5,Adventure,Meeting new people,5,true,9
2024-08-20 18:43:53,false,45-54,6-9,Budget-friendly,Exploring new places,2,false,6
2024-09-24 16:57:33,false,35-44,0-1,Adventure,Personal growth,7,true,7
2024-11-05 17:51:11,true,55+,0-1,Budget-friendly,Exploring new places,4,false,10
2024-08-19 12:54:20,true,Under 25,0-1,Budget-friendly,Trying new food,9,true,7
2024-06-02 22:02:05,false,55+,10+,Budget-friendly,Trying new food,9,false,7
2025-02-09 01:32:43,true,35-44,10+,Cultural Immersion,Meeting new people,1,false,8
2024-10-05 05:02:48,true,Under 25,10+,Budget-friendly,Practicing a new language,2,true,4
2025-02-15 03:57:10,false,45-54,10+,Cultural Immersion,Trying new food,3,true,1
2024-06-13 19:28:13,false,45-54,10+,Relaxation,Practicing a new language,2,true,6
2024-03-14 19:22:54,false,35-44,0-1,Adventure,Personal growth,8,false,7
2024-04-13 16:15:46,true,25-34,6-9,Cultural Immersion,Trying new food,8,true,6
2024-12-15 06:22:54,false,45-54,2-5,Budget-friendly,Trying new food,10,true,1
2024-12-27 20:09:34,false,35-44,6-9,Self-discovery,Personal growth,10,true,6
2024-09-11 10:36:30,false,35-44,10+,Self-discovery,Exploring new places,2,false,6
2025-01-10 08:44:29,false,35-44,0-1,Self-discovery,Practicing a new language,5,false,7
2024-11-01 11:45:30,true,Under 25,10+,Relaxation,Personal growth,6,false,10
2025-01-15 17:17:16,true,55+,10+,Budget-friendly,Exploring new places,8,false,5
2024-04-09 15:02:58,false,45-54,10+,Cultural Immersion,Practicing a new language,2,true,1
2024-04-14 12:13:50,false,55+,6-9,Budget-friendly,Personal growth,5,true,4
2025-02-25 10:22:29,false,35-44,10+,Cultural Immersion,Meeting new people,1,true,5
2024-06-03 20:29:25,true,35-44,0-1,Self-discovery,Personal growth,3,true,4
2024-03-12 01:12:47,false,45-54,2-5,Self-discovery,Trying new food,10,true,1
2024-12-02 20:29:27,false,45-54,6-9,Budget-friendly,Trying new food,2,false,10
2025-02-08 07:57:13,false,25-34,6-9,Adventure,Exploring new places,8,false,8
2024-11-02 10:52:31,false,55+,0-1,Cultural Immersion,Practicing a new language,10,true,8
2024-04-27 09:40:19,true,Under 25,10+,Relaxation,Personal growth,9,true,3
2025-01-19 23:03:40,true,25-34,6-9,Cultural Immersion,Meeting new people,7,false,9
2024-03-16 21:25:06,true,35-44,2-5,Relaxation,Personal growth,7,true,2
2024-04-25 13:52:44,false,35-44,10+,Relaxation,Personal growth,10,false,1
2024-10-07 12:23:23,false,55+,2-5,Relaxation,Trying new food,9,true,8
2024-05-18 20:51:29,true,55+,6-9,Relaxation,Practicing a new language,4,true,10
2024-12-14 19:32:26,true,45-54,0-1,Relaxation,Trying new food,8,true,9
2024-09-06 21:50:07,false,35-44,10+,Adventure,Trying new food,9,true,2
2024-04-25 20:53:17,true,35-44,10+,Budget-friendly,Practicing a new language,4,false,4
2024-06-02 09:31:20,true,Under 25,0-1,Self-discovery,Personal growth,3,false,8
2024-04-08 23:33:10,false,25-34,10+,Adventure,Trying new food,3,false,2
2024-10-24 04:26:56,false,55+,10+,Relaxation,Trying new food,5,false,9
2025-02-27 19:27:37,true,Under 25,10+,Self-discovery,Personal growth,9,false,4
2024-03-14 14:07:12,false,45-54,2-5,Budget-friendly,Exploring new places,1,true,4
2024-12-26 20:34:34,false,35-44,6-9,Relaxation,Meeting new people,1,true,5
2024-07-26 00:49:47,false,Under 25,10+,Relaxation,Meeting new people,9,true,4
2024-05-15 01:16:26,true,Under 25,0-1,Self-discovery,Practicing a new language,1,true,3
2024-09-19 05:15:20,true,45-54,6-9,Cultural Immersion,Trying new food,9,true,2
2024-04-04 22:33:19,true,55+,0-1,Budget-friendly,Meeting new people,5,true,2
2025-02-18 12:15:53,true,45-54,6-9,Self-discovery,Practicing a new language,3,true,4
2024-03-24 22:18:11,true,45-54,2-5,Adventure,Exploring new places,3,false,1
2024-09-13 06:51:09,false,Under 25,0-1,Self-discovery,Meeting new people,3,true,4
2024-08-08 17:55:41,true,Under 25,2-5,Relaxation,Exploring new places,7,true,10
2024-11-06 04:44:26,false,Under 25,0-1,Self-discovery,Personal growth,1,true,2
2025-02-17 15:13:19,false,Under 25,2-5,Cultural Immersion,Practicing a new language,8,true,9
2024-05-14 20:28:39,false,55+,6-9,Adventure,Meeting new people,3,true,3
2024-06-09 03:19:51,false,25-34,2-5,Relaxation,Personal growth,8,false,8
2024-03-30 10:11:30,false,Under 25,10+,Budget-friendly,Trying new food,1,true,8
2025-01-16 05:39:47,true,55+,2-5,Relaxation,Practicing a new language,4,false,5
2024-08-19 11:31:24,false,25-34,2-5,Cultural Immersion,Exploring new places,5,false,10
2024-03-12 00:05:08,true,25-34,10+,Cultural Immersion,Personal growth,8,true,3
2024-08-31 02:43:13,false,Under 25,0-1,Relaxation,Meeting new people,6,false,10
2024-12-02 00:08:25,false,Under 25,0-1,Cultural Immersion,Meeting new people,9,false,6
2024-07-25 03:24:09,false,25-34,2-5,Cultural Immersion,Trying new food,3,true,3
2024-06-10 13:56:22,true,45-54,2-5,Self-discovery,Meeting new people,2,true,9
2024-07-28 01:19:51,false,25-34,0-1,Cultural Immersion,Meeting new people,2,true,2
2024-05-26 08:39:01,false,Under 25,0-1,Cultural Immersion,Personal growth,7,false,9
2025-01-07 13:12:28,false,35-44,10+,Budget-friendly,Personal growth,1,false,10
2024-08-09 01:33:00,false,Under 25,6-9,Cultural Immersion,Exploring new places,8,false,6
2024-05-07 11:39:56,true,Under 25,10+,Relaxation,Exploring new places,3,true,10
2024-11-16 04:23:43,false,35-44,10+,Budget-friendly,Trying new food,7,true,7
2025-02-03 22:37:41,false,Under 25,10+,Cultural Immersion,Personal growth,2,true,8
2024-08-09 13:32:35,true,55+,2-5,Budget-friendly,Trying new food,10,false,3
2024-07-06 22:27:05,false,55+,0-1,Relaxation,Practicing a new language,4,true,4
2024-05-23 15:57:13,true,25-34,10+,Budget-friendly,Exploring new places,8,false,1
2024-08-02 08:24:47,false,45-54,10+,Self-discovery,Meeting new people,7,false,1
2024-11-28 07:29:54,false,25-34,6-9,Relaxation,Exploring new places,5,true,4
2025-02-23 08:21:41,true,55+,2-5,Cultural Immersion,Meeting new people,8,false,1
2024-12-16 17:06:47,true,25-34,6-9,Adventure,Practicing a new language,7,false,10
2024-07-20 08:01:00,false,25-34,2-5,Relaxation,Trying new food,7,true,6
2024-10-08 06:23:31,false,25-34,6-9,Budget-friendly,Exploring new places,5,true,2
2025-01-08 03:35:06,false,45-54,6-9,Relaxation,Personal growth,2,false,4
2024-05-28 09:35:23,true,45-54,6-9,Cultural Immersion,Practicing a new language,8,false,7
2024-05-10 02:44:42,false,45-54,0-1,Self-discovery,Trying new food,6,true,2
2024-10-08 14:36:32,true,25-34,10+,Cultural Immersion,Exploring new places,3,false,5
2025-02-20 20:49:16,false,55+,10+,Adventure,Practicing a new language,3,true,1
2024-12-17 16:15:31,true,35-44,0-1,Budget-friendly,Meeting new people,5,false,3
2025-01-16 09:15:53,true,35-44,0-1,Relaxation,Exploring new places,2,true,7
2024-07-26 12:31:29,false,55+,0-1,Self-discovery,Exploring new places,7,false,5
2024-08-17 19:42:21,false,45-54,10+,Adventure,Trying new food,8,true,10
2024-07-28 09:48:23,true,45-54,2-5,Adventure,Exploring new places,1,false,5
2024-03-31 03:52:58,true,Under 25,0-1,Budget-friendly,Exploring new places,6,true,9
2024-05-04 10:15:21,true,35-44,2-5,Relaxation,Exploring new places,9,false,2
2025-01-10 05:34:42,false,Under 25,10+,Relaxation,Practicing a new language,6,true,7
2024-12-11 09:51:41,true,Under 25,10+,Self-discovery,Practicing a new language,6,false,9
2025-02-17 13:49:11,true,45-54,6-9,Budget-friendly,Meeting new people,6,true,6
2024-07-09 03:37:49,false,Under 25,0-1,Cultural Immersion,Practicing a new language,2,false,3
2025-01-26 07:32:51,true,Under 25,0-1,Self-discovery,Exploring new places,7,true,10
2024-10-21 08:11:34,true,25-34,0-1,Cultural Immersion,Exploring new places,9,true,1
2024-11-06 04:31:33,true,Under 25,10+,Self-discovery,Trying new food,4,true,1
2024-06-04 05:40:58,false,45-54,6-9,Relaxation,Personal growth,4,false,8
2024-06-13 21:44:28,false,25-34,10+,Adventure,Trying new food,10,true,3
2024-05-30 00:19:13,true,55+,0-1,Cultural Immersion,Exploring new places,8,false,7
2024-06-08 18:46:35,false,55+,6-9,Relaxation,Exploring new places,4,false,5
2025-02-12 01:25:59,false,35-44,0-1,Relaxation,Trying new food,3,true,6
2025-01-10 16:47:52,true,55+,2-5,Relaxation,Trying new food,4,false,10
2024-12-07 01:35:12,true,Under 25,10+,Self-discovery,Personal growth,3,false,1
2025-01-09 09:02:15,false,55+,10+,Relaxation,Personal growth,9,true,9
2024-08-18 12:08:03,true,25-34,2-5,Self-discovery,Practicing a new language,8,false,2
2024-08-01 23:51:27,true,Under 25,10+,Cultural Immersion,Trying new food,3,true,8
2025-01-31 08:43:35,true,55+,2-5,Adventure,Meeting new people,4,false,4
2024-04-08 06:20:04,true,25-34,2-5,Self-discovery,Practicing a new language,8,false,1
2024-12-01 01:26:45,true,45-54,0-1,Adventure,Practicing a new language,7,true,9
2024-04-20 09:40:08,true,25-34,0-1,Adventure,Trying new food,10,true,8
2024-05-30 04:37:56,false,45-54,6-9,Budget-friendly,Trying new food,5,true,4
2024-11-13 21:02:01,true,35-44,0-1,Adventure,Trying new food,6,true,2
2024-12-19 19:35:10,true,Under 25,0-1,Adventure,Personal growth,1,true,2
2024-09-22 21:18:50,false,35-44,2-5,Self-discovery,Practicing a new language,3,true,3
2024-05-20 11:18:22,true,55+,10+,Adventure,Exploring new places,7,true,7
2024-12-20 11:19:50,true,55+,0-1,Cultural Immersion,Personal growth,2,true,9
2024-11-06 17:07:13,false,25-34,10+,Adventure,Trying new food,10,false,6
2024-06-22 01:36:17,true,55+,10+,Cultural Immersion,Personal growth,5,true,2
2024-07-01 06:18:25,true,55+,2-5,Self-discovery,Practicing a new language,9,false,10
2025-02-16 02:34:59,false,45-54,0-1,Adventure,Trying new food,4,false,7
2024-10-12 22:12:38,true,35-44,6-9,Adventure,Personal growth,2,false,6
2024-06-01 16:54:08,true,25-34,10+,Relaxation,Exploring new places,3,false,3
2024-11-20 16:04:28,false,55+,6-9,Self-discovery,Meeting new people,8,true,1
2024-10-26 06:27:01,true,Under 25,0-1,Relaxation,Meeting new people,6,true,5
2025-02-19 10:05:48,false,55+,10+,Self-discovery,Personal growth,8,false,2
2024-09-28 15:08:55,true,Under 25,6-9,Relaxation,Personal growth,3,true,8
2024-07-30 18:26:20,false,25-34,2-5,Relaxation,Trying new food,9,false,8
2024-11-23 14:34:41,false,45-54,10+,Relaxation,Practicing a new language,8,false,8
2024-12-16 23:02:57,true,Under 25,0-1,Relaxation,Practicing a new language,10,false,7
2025-02-25 05:58:54,false,Under 25,6-9,Self-discovery,Trying new food,4,true,7
2025-02-03 03:10:57,false,Under 25,10+,Self-discovery,Practicing a new language,10,true,9
2025-02-08 06:47:39,false,55+,10+,Adventure,Trying new food,1,true,7
2024-10-08 03:44:19,false,25-34,2-5,Adventure,Exploring new places,6,false,9
2024-10-09 09:50:57,false,55+,2-5,Cultural Immersion,Personal growth,1,true,7
2024-07-31 12:32:45,true,55+,0-1,Self-discovery,Trying new food,7,false,3
2024-12-03 01:49:16,true,35-44,6-9,Relaxation,Trying new food,9,false,8
2024-04-23 07:05:31,false,45-54,6-9,Cultural Immersion,Practicing a new language,2,false,6
2024-06-01 23:42:54,false,25-34,0-1,Adventure,Meeting new people,5,false,4
2025-02-24 04:27:19,false,45-54,10+,Budget-friendly,Exploring new places,5,false,10
2024-08-07 02:32:38,true,55+,6-9,Budget-friendly,Practicing a new language,10,false,7
2025-01-05 22:35:31,false,45-54,6-9,Self-discovery,Meeting new people,8,true,10
2024-11-15 01:48:07,false,45-54,0-1,Adventure,Meeting new people,6,true,1
2024-10-20 21:17:39,false,35-44,2-5,Cultural Immersion,Trying new food,2,false,2
2024-09-17 23:19:35,false,35-44,6-9,Relaxation,Trying new food,6,false,10
2025-01-03 02:01:40,true,25-34,2-5,Budget-friendly,Trying new food,10,true,6
2024-10-24 22:32:56,false,Under 25,2-5,Self-discovery,Personal growth,3,false,7
2024-11-19 11:24:01,true,Under 25,10+,Self-discovery,Personal growth,4,false,8
2024-04-21 18:44:57,false,25-34,6-9,Cultural Immersion,Practicing a new language,6,false,4
2024-10-12 12:49:25,false,55+,6-9,Budget-friendly,Personal growth,10,true,10
2025-01-11 22:31:24,true,55+,2-5,Budget-friendly,Meeting new people,5,true,9
2025-01-31 03:12:09,false,45-54,0-1,Relaxation,Personal growth,3,false,6
2025-01-25 01:55:25,false,35-44,0-1,Budget-friendly,Practicing a new language,9,false,9
2024-10-22 16:32:15,false,45-54,10+,Self-discovery,Practicing a new language,8,false,7
2025-01-25 18:28:04,false,25-34,6-9,Budget-friendly,Personal growth,9,false,7
2025-01-23 16:48:18,true,Under 25,0-1,Budget-friendly,Trying new food,9,true,10
2024-11-03 23:04:55,true,25-34,0-1,Budget-friendly,Trying new food,1,false,4
2024-08-02 02:39:52,false,55+,6-9,Budget-friendly,Exploring new places,3,false,2
2025-01-26 22:56:55,false,55+,10+,Relaxation,Meeting new people,4,true,5
2024-05-28 23:08:13,true,25-34,0-1,Relaxation,Meeting new people,6,false,10
2024-05-21 11:12:25,false,Under 25,10+,Adventure,Trying new food,4,true,2
2024-11-14 13:23:10,false,55+,2-5,Budget-friendly,Trying new food,2,false,10
2024-08-11 05:33:59,false,Under 25,0-1,Adventure,Meeting new people,7,true,7
2025-01-15 03:50:40,true,35-44,6-9,Relaxation,Trying new food,8,true,10
2025-02-10 22:35:27,false,35-44,2-5,Cultural Immersion,Practicing a new language,5,true,4
2024-08-01 09:17:07,false,55+,6-9,Cultural Immersion,Practicing a new language,3,false,10
2025-02-27 06:54:20,false,45-54,10+,Adventure,Trying new food,10,true,3
2024-08-18 10:18:33,true,35-44,2-5,Relaxation,Exploring new places,2,false,6
2024-07-11 23:27:36,true,55+,2-5,Cultural Immersion,Personal growth,5,false,9
2024-09-16 11:05:21,false,45-54,6-9,Budget-friendly,Exploring new places,2,false,6
2024-07-20 22:59:18,true,25-34,0-1,Adventure,Trying new food,4,false,5
2024-05-11 14:31:32,true,Under 25,0-1,Relaxation,Trying new food,9,true,7
2024-09-26 10:26:35,true,25-34,2-5,Adventure,Practicing a new language,6,false,8
2024-11-01 10:38:26,true,55+,10+,Adventure,Practicing a new language,6,true,4
2025-01-20 21:13:22,true,35-44,6-9,Budget-friendly,Exploring new places,3,false,4
2025-02-07 13:46:51,true,25-34,2-5,Budget-friendly,Meeting new people,5,false,9
2024-07-08 01:02:38,true,Under 25,6-9,Adventure,Exploring new places,6,true,7
2024-08-10 00:04:39,true,Under 25,0-1,Cultural Immersion,Personal growth,1,false,5
2024-07-17 10:24:09,false,25-34,0-1,Cultural Immersion,Personal growth,5,true,9
2024-05-08 08:20:14,true,35-44,2-5,Relaxation,Personal growth,3,false,1
2025-02-02 13:02:03,false,45-54,0-1,Self-discovery,Practicing a new language,7,false,8
